date,product,store,sales,lag_1,lag_7,rolling_mean,day_of_week,forecast
2023-01-06,P2,S2,19,19.0,18.0,17.714285714285715,4,19.76266850679509
2023-01-06,P3,S1,16,30.0,19.0,19.285714285714285,4,17.197247800893486
2023-01-06,P3,S2,26,18.0,26.0,20.0,4,20.76866982038194
2023-01-07,P1,S1,37,18.0,18.0,20.0,5,32.17136346105994
2023-01-07,P1,S2,26,16.0,37.0,19.857142857142858,5,28.86368611126279
2023-01-07,P2,S1,20,23.0,22.0,20.142857142857142,5,27.877726356782105
2023-01-07,P2,S2,35,19.0,28.0,20.428571428571427,5,28.724775187898867
2023-01-07,P3,S1,26,16.0,27.0,20.0,5,29.29771571818245
2023-01-07,P3,S2,33,26.0,32.0,19.428571428571427,5,29.192765127490343
2023-01-08,P3,S2,25,33.0,26.0,21.571428571428573,6,28.442918726500412
2023-01-08,P2,S2,33,35.0,23.0,24.0,6,31.81036447193927
2023-01-08,P3,S1,30,26.0,30.0,25.428571428571427,6,30.03760862116844
2023-01-08,P2,S1,23,20.0,40.0,25.0,6,26.136269462184817
2023-01-08,P1,S1,20,37.0,22.0,27.571428571428573,6,27.501192355986387
2023-01-08,P1,S2,34,26.0,32.0,29.0,6,30.46681386238172
2023-01-09,P1,S1,17,20.0,22.0,28.142857142857142,0,19.21479023889944
2023-01-09,P1,S2,23,34.0,20.0,28.285714285714285,0,20.3169863080476
2023-01-09,P2,S1,20,23.0,16.0,26.571428571428573,0,18.828563145188685
2023-01-09,P2,S2,22,33.0,22.0,27.571428571428573,0,20.080447476030386
2023-01-09,P3,S1,29,30.0,29.0,29.0,0,21.467849262643554
2023-01-09,P3,S2,12,25.0,19.0,27.285714285714285,0,19.548129147316285
2023-01-10,P3,S2,24,12.0,21.0,25.285714285714285,1,19.41001543876911
2023-01-10,P3,S1,19,29.0,27.0,26.571428571428573,1,19.587550098555113
2023-01-10,P2,S2,13,22.0,22.0,24.857142857142858,1,19.688504527794713
2023-01-10,P1,S1,28,17.0,23.0,24.0,1,19.765821088186673
2023-01-10,P1,S2,20,23.0,13.0,22.571428571428573,1,19.120739393920203
2023-01-10,P2,S1,15,20.0,15.0,21.142857142857142,1,19.21517884039293
2023-01-11,P3,S1,13,19.0,24.0,20.285714285714285,2,19.656283154889763
2023-01-11,P3,S2,21,24.0,17.0,22.0,2,19.815897152965928
2023-01-11,P2,S2,19,13.0,23.0,19.714285714285715,2,20.18780228262693
2023-01-11,P2,S1,12,15.0,13.0,18.714285714285715,2,19.315221379463686
2023-01-11,P1,S2,27,20.0,19.0,19.142857142857142,2,20.502794663016985
2023-01-11,P1,S1,19,28.0,18.0,19.857142857142858,2,20.453340399904842
2023-01-12,P1,S1,24,19.0,17.0,19.714285714285715,3,20.291211994302454
2023-01-12,P1,S2,17,27.0,21.0,20.857142857142858,3,20.316972829429673
2023-01-12,P2,S1,6,12.0,17.0,19.142857142857142,3,18.420131512086822
2023-01-12,P2,S2,20,19.0,19.0,20.0,3,19.896488293618233
2023-01-12,P3,S1,22,13.0,30.0,19.714285714285715,3,20.227068142581967
2023-01-12,P3,S2,22,21.0,18.0,19.857142857142858,3,20.233029810753404
2023-01-13,P3,S1,11,22.0,16.0,19.0,4,18.98162989515338
2023-01-13,P2,S2,25,20.0,19.0,19.142857142857142,4,20.3083960517567
2023-01-13,P3,S2,21,22.0,26.0,18.428571428571427,4,18.28427663044295
2023-01-13,P1,S2,14,17.0,16.0,19.142857142857142,4,19.358750126910103
2023-01-13,P1,S1,26,24.0,18.0,19.857142857142858,4,20.17965207376858
2023-01-13,P2,S1,23,6.0,23.0,18.857142857142858,4,22.498967740537104
2023-01-14,P3,S1,26,11.0,26.0,17.428571428571427,5,27.953379607601942
2023-01-14,P2,S2,27,25.0,35.0,17.857142857142858,5,28.74331357766875
2023-01-14,P3,S2,30,21.0,33.0,18.0,5,30.316933196274423
2023-01-14,P1,S2,29,14.0,26.0,16.857142857142858,5,29.566499572838783
2023-01-14,P1,S1,27,26.0,37.0,18.142857142857142,5,28.007505263935315
2023-01-14,P2,S1,31,23.0,20.0,18.0,5,29.802183312258403
2023-01-15,P1,S1,24,27.0,20.0,21.0,6,28.56176290339775
2023-01-15,P1,S2,24,29.0,34.0,23.571428571428573,6,29.311385910886315
2023-01-15,P2,S1,33,31.0,23.0,24.428571428571427,6,29.997021467682462
2023-01-15,P2,S2,24,27.0,33.0,25.285714285714285,6,28.573996421929127
2023-01-15,P3,S1,33,26.0,30.0,27.0,6,29.676408225221667
2023-01-15,P3,S2,32,30.0,25.0,27.571428571428573,6,29.58284329442107
2023-01-16,P3,S1,17,33.0,29.0,29.0,0,20.077003364453205
2023-01-16,P2,S2,15,24.0,22.0,28.571428571428573,0,19.30883522934488
2023-01-16,P3,S2,22,32.0,12.0,29.0,0,20.475047803160486
2023-01-16,P1,S2,16,24.0,23.0,28.0,0,19.803939684749253
2023-01-16,P2,S1,25,33.0,20.0,28.857142857142858,0,20.090429813040743
2023-01-16,P1,S1,11,24.0,17.0,28.571428571428573,0,18.885587443446344
2023-01-17,P1,S1,23,11.0,28.0,25.857142857142858,1,19.571322364924246
2023-01-17,P1,S2,18,16.0,20.0,23.428571428571427,1,19.11939296766433
2023-01-17,P2,S1,17,25.0,15.0,23.571428571428573,1,19.01449642912582
2023-01-17,P2,S2,27,15.0,13.0,21.142857142857142,1,21.137021170708927
2023-01-17,P3,S1,28,17.0,19.0,20.142857142857142,1,20.37003457199543
2023-01-17,P3,S2,24,22.0,24.0,18.571428571428573,1,20.306947571735897
2023-01-18,P1,S1,20,23.0,19.0,18.428571428571427,2,19.790619977349827
2023-01-18,P1,S2,15,18.0,27.0,19.428571428571427,2,18.32218684807645
2023-01-18,P2,S1,15,17.0,12.0,19.571428571428573,2,19.563700746056305
2023-01-18,P2,S2,22,27.0,19.0,19.857142857142858,2,20.39891910094498
2023-01-18,P3,S1,22,28.0,13.0,21.714285714285715,2,19.015447284560185
2023-01-18,P3,S2,27,24.0,21.0,22.714285714285715,2,19.918022566806908
2023-01-19,P3,S2,21,27.0,22.0,23.428571428571427,3,19.261487372951887
2023-01-19,P2,S2,15,22.0,20.0,23.285714285714285,3,19.20519047791186
2023-01-19,P3,S1,18,22.0,22.0,23.857142857142858,3,19.291998747786195
2023-01-19,P2,S1,25,15.0,6.0,23.571428571428573,3,21.006053696034158
2023-01-19,P1,S1,23,20.0,24.0,22.571428571428573,3,19.24097063521966
2023-01-19,P1,S2,12,15.0,17.0,20.714285714285715,3,19.90809729678947
2023-01-20,P1,S1,29,23.0,26.0,20.571428571428573,4,20.885115927577775
2023-01-20,P1,S2,35,12.0,14.0,18.428571428571427,4,22.88345472334241
2023-01-20,P2,S1,23,25.0,23.0,18.857142857142858,4,19.799590473959423
2023-01-20,P2,S2,19,15.0,25.0,17.857142857142858,4,18.905866744076608
2023-01-20,P3,S1,22,18.0,11.0,18.285714285714285,4,19.18392077568521
2023-01-20,P3,S2,24,21.0,21.0,18.428571428571427,4,19.72386060476411
2023-01-21,P1,S1,28,29.0,27.0,20.428571428571427,5,28.33683536798289
2023-01-21,P1,S2,38,35.0,29.0,22.142857142857142,5,32.45250010703346
2023-01-21,P2,S1,31,23.0,31.0,23.714285714285715,5,29.347629482985376
2023-01-21,P2,S2,32,19.0,27.0,22.857142857142858,5,28.86991752683463
2023-01-21,P3,S1,33,22.0,26.0,23.857142857142858,5,29.53529988116855
2023-01-21,P3,S2,32,24.0,30.0,24.714285714285715,5,30.010296122948493
2023-01-22,P3,S1,32,33.0,33.0,26.428571428571427,6,29.76520066888301
2023-01-22,P2,S2,24,32.0,24.0,26.857142857142858,6,27.411339038878847
2023-01-22,P3,S2,33,32.0,32.0,26.428571428571427,6,30.379802897068174
2023-01-22,P1,S2,26,38.0,24.0,28.571428571428573,6,27.54379300430909
2023-01-22,P1,S1,34,28.0,24.0,29.857142857142858,6,29.662367384739245
2023-01-22,P2,S1,27,31.0,33.0,31.142857142857142,6,29.888860697758787
2023-01-23,P1,S1,22,34.0,11.0,32.57142857142857,0,19.448507698283866
2023-01-23,P1,S2,28,26.0,16.0,31.571428571428573,0,20.17360766479045
2023-01-23,P2,S1,19,27.0,25.0,30.857142857142858,0,19.77086952185273
2023-01-23,P2,S2,23,24.0,15.0,29.714285714285715,0,19.92081796421771
2023-01-23,P3,S1,14,32.0,17.0,28.857142857142858,0,19.802426455085193
2023-01-23,P3,S2,18,33.0,22.0,29.571428571428573,0,19.995836156874354
2023-01-24,P3,S1,12,14.0,28.0,27.142857142857142,1,18.363614564956944
2023-01-24,P2,S2,19,23.0,27.0,25.571428571428573,1,19.462021246959022
2023-01-24,P3,S2,18,18.0,24.0,24.428571428571427,1,19.47391680973696
2023-01-24,P1,S2,24,28.0,18.0,24.571428571428573,1,19.942452502672072
2023-01-24,P1,S1,23,22.0,23.0,24.285714285714285,1,20.3738733025238
2023-01-24,P2,S1,18,19.0,17.0,22.428571428571427,1,19.35197165319945
2023-01-25,P3,S1,20,12.0,22.0,19.428571428571427,2,20.138507756759196
2023-01-25,P2,S2,20,19.0,22.0,20.142857142857142,2,20.072936767294514
2023-01-25,P3,S2,16,18.0,27.0,19.428571428571427,2,18.32218684807645
2023-01-25,P1,S2,22,24.0,15.0,20.285714285714285,2,19.386883902358043
2023-01-25,P1,S1,24,23.0,20.0,19.571428571428573,2,19.699182587048433
2023-01-25,P2,S1,22,18.0,15.0,19.0,2,19.934795532612746
2023-01-26,P1,S1,23,24.0,23.0,19.714285714285715,3,20.707374377253622
2023-01-26,P1,S2,22,22.0,12.0,21.142857142857142,3,20.143939535639717
2023-01-26,P2,S1,22,22.0,25.0,21.571428571428573,3,19.694619257740882
2023-01-26,P2,S2,17,20.0,15.0,21.857142857142858,3,19.006484611631546
2023-01-26,P3,S1,9,20.0,18.0,21.285714285714285,3,19.66230999709093
2023-01-26,P3,S2,25,16.0,21.0,20.285714285714285,3,20.19552737702521
2023-01-27,P3,S1,25,9.0,22.0,19.0,4,21.64758111638904
2023-01-27,P2,S2,18,17.0,19.0,18.0,4,19.917698438302423
2023-01-27,P3,S2,23,25.0,24.0,18.428571428571427,4,19.548787415355886
2023-01-27,P1,S2,15,22.0,35.0,18.428571428571427,4,18.722955079612998
2023-01-27,P2,S1,23,22.0,23.0,18.714285714285715,4,20.071894151399288
2023-01-27,P1,S1,17,23.0,29.0,19.142857142857142,4,20.417118355199893
2023-01-28,P1,S1,33,17.0,28.0,19.285714285714285,5,30.20461775427985
2023-01-28,P1,S2,23,15.0,38.0,20.142857142857142,5,27.654727912958833
2023-01-28,P2,S1,36,23.0,31.0,21.0,5,29.266932396309375
2023-01-28,P2,S2,31,18.0,32.0,20.0,5,29.795958773718453
2023-01-28,P3,S1,28,25.0,33.0,20.428571428571427,5,28.641720237067165
2023-01-28,P3,S2,30,23.0,32.0,20.571428571428573,5,29.164616897633614
2023-01-29,P1,S1,21,33.0,34.0,22.0,6,27.891698619232752
2023-01-29,P1,S2,32,23.0,26.0,22.857142857142858,6,29.417241164969152
2023-01-29,P2,S1,24,36.0,27.0,25.857142857142858,6,27.807840197676974
2023-01-29,P2,S2,23,31.0,24.0,27.0,6,26.510921189607217
2023-01-29,P3,S1,22,28.0,32.0,28.428571428571427,6,28.441093673720147
2023-01-29,P3,S2,35,30.0,33.0,29.142857142857142,6,31.275236131401616
2023-01-30,P3,S2,26,35.0,18.0,30.857142857142858,0,20.235871293694014
2023-01-30,P2,S2,11,23.0,23.0,29.428571428571427,0,19.58993077384565
2023-01-30,P3,S1,14,22.0,14.0,29.285714285714285,0,19.082881354968144
2023-01-30,P2,S1,17,24.0,19.0,27.571428571428573,0,19.6818548869436
2023-01-30,P1,S1,16,21.0,22.0,26.142857142857142,0,19.34082413359259
2023-01-30,P1,S2,27,32.0,28.0,26.714285714285715,0,20.047101802993044
2023-01-31,P1,S1,19,16.0,23.0,24.714285714285715,1,19.68156347570524
2023-01-31,P1,S2,17,27.0,24.0,23.571428571428573,1,19.860209128901314
2023-01-31,P2,S1,20,17.0,18.0,22.714285714285715,1,19.359579800359793
2023-01-31,P2,S2,22,11.0,19.0,21.142857142857142,1,21.807514058613823
2023-01-31,P3,S1,25,14.0,12.0,19.714285714285715,1,21.622138176661224
2023-01-31,P3,S2,27,26.0,18.0,20.428571428571427,1,20.73854944203338
2023-02-01,P1,S1,18,19.0,24.0,18.571428571428573,2,19.257942653041756
2023-02-01,P1,S2,13,17.0,22.0,18.714285714285715,2,20.430209550210865
2023-02-01,P2,S1,17,20.0,22.0,17.714285714285715,2,19.974198853756658
2023-02-01,P2,S2,21,22.0,20.0,18.428571428571427,2,19.78930814505064
2023-02-01,P3,S1,15,25.0,20.0,20.428571428571427,2,19.93995888890676
2023-02-01,P3,S2,15,27.0,16.0,22.285714285714285,2,19.039897501509074
2023-02-02,P3,S1,18,15.0,9.0,20.714285714285715,3,18.54678381422663
2023-02-02,P2,S2,16,21.0,17.0,21.0,3,20.70711712141325
2023-02-02,P3,S2,15,15.0,25.0,20.714285714285715,3,18.872603861215918
2023-02-02,P1,S2,19,13.0,22.0,19.714285714285715,3,20.09534410908232
2023-02-02,P2,S1,20,17.0,22.0,19.0,3,20.069334551603106
2023-02-02,P1,S1,21,18.0,23.0,18.0,3,20.3090844258151
2023-02-03,P1,S1,24,21.0,17.0,17.142857142857142,4,20.07416663937829
2023-02-03,P1,S2,25,19.0,15.0,17.714285714285715,4,19.634436347850936
2023-02-03,P2,S1,10,20.0,23.0,17.571428571428573,4,18.522325432088273
2023-02-03,P2,S2,15,16.0,18.0,17.714285714285715,4,19.526423529301038
2023-02-03,P3,S1,12,18.0,25.0,18.428571428571427,4,18.343479277636106
2023-02-03,P3,S2,16,15.0,23.0,18.142857142857142,4,19.545158056216145
2023-02-04,P1,S1,29,24.0,33.0,19.0,5,28.384057888201333
2023-02-04,P1,S2,22,25.0,23.0,19.571428571428573,5,28.330759927128288
2023-02-04,P2,S1,25,10.0,36.0,18.285714285714285,5,28.610717813293
2023-02-04,P2,S2,24,15.0,31.0,17.571428571428573,5,29.96093327810271
2023-02-04,P3,S1,31,12.0,28.0,17.0,5,29.73298068650778
2023-02-04,P3,S2,30,16.0,30.0,16.714285714285715,5,29.305672940378205
2023-02-05,P2,S2,28,24.0,23.0,18.0,6,29.361923345367344
2023-02-05,P3,S2,36,30.0,35.0,18.857142857142858,6,32.1051798232976
2023-02-05,P3,S1,38,31.0,22.0,19.714285714285715,6,31.99124221218118
2023-02-05,P2,S1,27,25.0,24.0,21.857142857142858,6,28.851705732642635
2023-02-05,P1,S2,30,22.0,32.0,22.857142857142858,6,29.392890808779168
2023-02-05,P1,S1,26,29.0,21.0,25.285714285714285,6,29.038313455496528
2023-02-06,P1,S1,13,26.0,16.0,26.714285714285715,0,18.841923402857105
2023-02-06,P1,S2,24,30.0,27.0,27.571428571428573,0,19.8391288404847
2023-02-06,P2,S1,24,27.0,17.0,27.142857142857142,0,19.362662368637977
2023-02-06,P2,S2,14,28.0,11.0,26.714285714285715,0,17.436486916189107
2023-02-06,P3,S1,24,38.0,14.0,28.571428571428573,0,20.435179390188082
2023-02-06,P3,S2,27,36.0,26.0,30.571428571428573,0,21.339875297589874
2023-02-07,P3,S2,21,27.0,27.0,30.285714285714285,1,19.816828150833505
2023-02-07,P3,S1,22,24.0,25.0,30.0,1,20.45052816848692
2023-02-07,P2,S2,21,14.0,22.0,27.714285714285715,1,19.808707333078004
2023-02-07,P1,S1,14,13.0,19.0,25.714285714285715,1,19.374909334942977
2023-02-07,P1,S2,15,24.0,17.0,25.142857142857142,1,19.210548034587553
2023-02-07,P2,S1,25,24.0,20.0,23.142857142857142,1,19.518018507109087
2023-02-08,P2,S2,25,21.0,21.0,21.0,2,20.851416103106484
2023-02-08,P3,S1,18,22.0,15.0,20.285714285714285,2,19.491223624629754
2023-02-08,P3,S2,19,21.0,15.0,19.857142857142858,2,19.680825980660405
2023-02-08,P2,S1,25,25.0,17.0,21.428571428571427,2,20.188538287305917
2023-02-08,P1,S1,21,14.0,18.0,21.571428571428573,2,19.39829919748404
2023-02-08,P1,S2,13,15.0,13.0,20.285714285714285,2,18.96151322186711
2023-02-09,P1,S1,12,21.0,21.0,19.857142857142858,3,20.064068831553644
2023-02-09,P1,S2,22,13.0,19.0,18.714285714285715,3,19.551191153381968
2023-02-09,P2,S1,22,25.0,20.0,19.142857142857142,3,20.209235039833853
2023-02-09,P2,S2,19,25.0,16.0,19.714285714285715,3,19.712662763132847
2023-02-09,P3,S1,25,18.0,18.0,18.714285714285715,3,20.079147302999466
2023-02-09,P3,S2,18,19.0,15.0,19.428571428571427,3,19.69195485620404
2023-02-10,P1,S2,14,22.0,25.0,20.428571428571427,4,19.689650893671647
2023-02-10,P2,S1,19,22.0,10.0,20.571428571428573,4,18.933424452394007
2023-02-10,P2,S2,19,19.0,15.0,21.428571428571427,4,18.748806300365956
2023-02-10,P3,S1,21,25.0,12.0,21.428571428571427,4,19.24852236072242
2023-02-10,P3,S2,18,18.0,16.0,20.428571428571427,4,19.091212938326628
2023-02-10,P1,S1,22,12.0,24.0,19.571428571428573,4,20.319575477543996
2023-02-11,P2,S2,21,19.0,24.0,19.571428571428573,5,27.529350778433205
2023-02-11,P3,S1,38,21.0,31.0,19.428571428571427,5,29.84015941035047
2023-02-11,P3,S2,36,18.0,30.0,18.857142857142858,5,30.83176330794423
2023-02-11,P2,S1,27,19.0,25.0,18.857142857142858,5,28.831266633154897
2023-02-11,P1,S1,29,22.0,29.0,18.428571428571427,5,29.086994475196093
2023-02-11,P1,S2,34,14.0,22.0,17.857142857142858,5,32.252019158986734
2023-02-12,P1,S1,23,29.0,26.0,20.285714285714285,6,28.529976755700492
2023-02-12,P1,S2,33,34.0,30.0,22.428571428571427,6,30.298325302047942
2023-02-12,P2,S1,27,27.0,27.0,23.285714285714285,6,28.842996314893075
2023-02-12,P2,S2,31,21.0,28.0,23.714285714285715,6,29.548742676629683
2023-02-12,P3,S1,31,38.0,38.0,26.428571428571427,6,29.237001373967068
2023-02-12,P3,S2,28,36.0,36.0,28.428571428571427,6,27.60322696565614
2023-02-13,P1,S1,16,23.0,13.0,29.714285714285715,0,19.65831081473753
2023-02-13,P1,S2,16,33.0,24.0,30.285714285714285,0,19.580132057028653
2023-02-13,P2,S1,15,27.0,24.0,29.285714285714285,0,19.998334574698973
2023-02-13,P2,S2,15,31.0,14.0,29.857142857142858,0,19.310990711092057
2023-02-13,P3,S1,19,31.0,24.0,31.285714285714285,0,19.618440960106216
2023-02-13,P3,S2,16,28.0,27.0,29.857142857142858,0,20.029868511786248
2023-02-14,P3,S1,22,19.0,22.0,27.428571428571427,1,19.623825061555543
2023-02-14,P2,S2,21,15.0,21.0,26.285714285714285,1,19.399594243088416
2023-02-14,P3,S2,22,16.0,21.0,23.857142857142858,1,19.30626330150683
2023-02-14,P1,S2,27,16.0,15.0,22.285714285714285,1,20.106114250390576
2023-02-14,P2,S1,17,15.0,25.0,20.0,1,19.454596097784673
2023-02-14,P1,S1,23,16.0,14.0,17.857142857142858,1,20.21675527598169
2023-02-15,P1,S1,20,23.0,21.0,17.142857142857142,2,19.791337637008077
2023-02-15,P1,S2,23,27.0,13.0,18.285714285714285,2,19.983066929485204
2023-02-15,P2,S1,22,17.0,25.0,18.571428571428573,2,18.890551561643484
2023-02-15,P2,S2,13,21.0,25.0,19.285714285714285,2,17.692564954412287
2023-02-15,P3,S1,24,22.0,18.0,20.142857142857142,2,20.33215295031773
2023-02-15,P3,S2,24,22.0,19.0,21.142857142857142,2,21.251168655212965
2023-02-16,P1,S1,16,20.0,12.0,21.714285714285715,3,18.787167070099468
2023-02-16,P1,S2,20,23.0,22.0,21.714285714285715,3,19.644538652478797
2023-02-16,P2,S1,23,22.0,22.0,21.0,3,21.40488866918794
2023-02-16,P2,S2,18,13.0,19.0,20.428571428571427,3,19.891516779101966
2023-02-16,P3,S1,25,24.0,25.0,20.857142857142858,3,20.314334600264463
2023-02-16,P3,S2,31,24.0,18.0,21.142857142857142,3,21.013323090306972
2023-02-17,P3,S2,27,31.0,18.0,22.428571428571427,4,20.86307511096306
2023-02-17,P3,S1,18,25.0,21.0,23.142857142857142,4,19.306084347983266
2023-02-17,P2,S2,23,18.0,19.0,22.428571428571427,4,19.402647685485
2023-02-17,P1,S2,13,20.0,14.0,22.142857142857142,4,18.627312306578077
2023-02-17,P1,S1,16,16.0,22.0,22.571428571428573,4,19.186995399345044
2023-02-17,P2,S1,21,23.0,19.0,22.428571428571427,4,19.874254729668735
2023-02-18,P3,S2,26,27.0,36.0,22.857142857142858,5,28.740890337495475
2023-02-18,P1,S1,23,16.0,29.0,20.714285714285715,5,28.389108238217382
2023-02-18,P1,S2,33,13.0,34.0,19.0,5,30.58444950688762
2023-02-18,P2,S1,26,21.0,27.0,19.428571428571427,5,28.641305142474835
2023-02-18,P2,S2,38,23.0,21.0,19.857142857142858,5,30.894651335292615
2023-02-18,P3,S1,39,18.0,38.0,20.142857142857142,5,30.734732555414354
2023-02-19,P1,S1,27,23.0,23.0,20.142857142857142,6,28.708969412731243
2023-02-19,P1,S2,34,33.0,33.0,21.0,6,29.691193968442057
2023-02-19,P2,S1,28,26.0,27.0,22.428571428571427,6,28.512575349281832
2023-02-19,P2,S2,29,38.0,31.0,26.0,6,29.529867810809115
2023-02-19,P3,S1,30,39.0,31.0,28.571428571428573,6,30.23588854448581
2023-02-19,P3,S2,20,26.0,28.0,29.0,6,27.70269328598018
2023-02-20,P3,S1,13,30.0,19.0,30.714285714285715,0,19.408507136127103
2023-02-20,P3,S2,24,20.0,16.0,30.285714285714285,0,20.7691916885633
2023-02-20,P2,S2,27,29.0,15.0,29.714285714285715,0,20.23694659142022
2023-02-20,P1,S1,19,27.0,16.0,29.857142857142858,0,19.926178043042043
2023-02-20,P1,S2,16,34.0,16.0,29.285714285714285,0,18.8041836151984
2023-02-20,P2,S1,17,28.0,15.0,27.714285714285715,0,19.097653686804144
2023-02-21,P1,S1,18,19.0,23.0,26.714285714285715,1,19.389190574790423
2023-02-21,P1,S2,18,16.0,27.0,24.714285714285715,1,18.656588563335195
2023-02-21,P2,S1,23,17.0,17.0,24.285714285714285,1,19.680037093448796
2023-02-21,P2,S2,21,27.0,21.0,24.0,1,19.486234752010727
2023-02-21,P3,S1,22,13.0,22.0,22.0,1,19.46871205128677
2023-02-21,P3,S2,24,24.0,22.0,20.571428571428573,1,20.321133907429626
2023-02-22,P3,S1,34,22.0,24.0,19.714285714285715,2,21.60558592766456
2023-02-22,P2,S2,15,21.0,13.0,20.0,2,19.80766950942099
2023-02-22,P3,S2,26,24.0,24.0,21.142857142857142,2,20.908375998794764
2023-02-22,P1,S2,16,18.0,23.0,21.285714285714285,2,19.92544403737853
2023-02-22,P1,S1,18,18.0,20.0,20.0,2,20.05672475871775
2023-02-22,P2,S1,14,23.0,22.0,21.428571428571427,2,19.768007808760004
2023-02-23,P3,S1,22,34.0,25.0,22.857142857142858,3,20.51396419433474
2023-02-23,P2,S2,22,15.0,18.0,21.857142857142858,3,19.278801745562742
2023-02-23,P3,S2,18,26.0,31.0,22.571428571428573,3,19.092479159072475
2023-02-23,P1,S2,13,16.0,20.0,21.428571428571427,3,18.859366479585756
2023-02-23,P1,S1,13,18.0,16.0,21.428571428571427,3,18.746615810462924
2023-02-23,P2,S1,22,14.0,23.0,20.857142857142858,3,20.42260443278069
2023-02-24,P1,S1,19,13.0,16.0,19.428571428571427,4,19.46021559791101
2023-02-24,P1,S2,21,13.0,13.0,16.428571428571427,4,20.277406740867082
2023-02-24,P2,S1,20,22.0,21.0,17.428571428571427,4,19.927460811731365
2023-02-24,P2,S2,8,22.0,23.0,16.857142857142858,4,18.38344332983721
2023-02-24,P3,S1,18,22.0,18.0,17.714285714285715,4,19.56840706875622
2023-02-24,P3,S2,15,18.0,27.0,17.714285714285715,4,18.783817484486807
2023-02-25,P3,S1,34,18.0,39.0,18.285714285714285,5,30.069280933190445
2023-02-25,P2,S2,28,8.0,38.0,17.571428571428573,5,28.328269355314024
2023-02-25,P3,S2,32,15.0,26.0,17.857142857142858,5,29.58072255215238
2023-02-25,P1,S2,44,21.0,33.0,17.714285714285715,5,31.82088995699558
2023-02-25,P1,S1,30,19.0,23.0,17.285714285714285,5,28.779491941493347
2023-02-25,P2,S1,31,20.0,26.0,17.0,5,29.669941743088255
2023-02-26,P3,S2,25,32.0,20.0,19.0,6,28.792969463387063
2023-02-26,P3,S1,32,34.0,30.0,21.285714285714285,6,30.180810010077863
2023-02-26,P2,S2,24,28.0,29.0,24.142857142857142,6,28.91561118863545
2023-02-26,P1,S1,32,30.0,27.0,26.285714285714285,6,30.112337600110383
2023-02-26,P1,S2,33,44.0,34.0,29.571428571428573,6,30.592793143189027
2023-02-26,P2,S1,40,31.0,28.0,31.285714285714285,6,33.493059735161495
2023-02-27,P1,S1,22,32.0,19.0,33.0,0,20.295351451475312
2023-02-27,P1,S2,15,33.0,16.0,33.142857142857146,0,19.46625541936538
2023-02-27,P2,S1,17,40.0,17.0,34.0,0,19.47600356322881
2023-02-27,P2,S2,18,24.0,27.0,33.42857142857143,0,19.522039569257284
2023-02-27,P3,S1,24,32.0,13.0,33.714285714285715,0,22.09741716801814
2023-02-27,P3,S2,24,25.0,24.0,31.0,0,20.249460468724028
2023-02-28,P1,S1,13,22.0,18.0,29.714285714285715,1,19.672527975715827
2023-02-28,P1,S2,20,15.0,18.0,27.285714285714285,1,19.593140945025404
2023-02-28,P2,S1,16,17.0,23.0,25.0,1,19.655992522397476
2023-02-28,P2,S2,13,18.0,21.0,21.857142857142858,1,19.169034687694314
2023-02-28,P3,S1,18,24.0,22.0,21.857142857142858,1,19.92443461689
2023-02-28,P3,S2,18,24.0,24.0,20.714285714285715,1,20.088674201810115
2023-03-01,P3,S2,30,18.0,26.0,19.714285714285715,2,21.075044122643643
2023-03-01,P3,S1,25,18.0,34.0,19.142857142857142,2,21.104542841464152
2023-03-01,P2,S2,17,13.0,15.0,18.857142857142858,2,19.657134010761002
2023-03-01,P1,S2,22,20.0,16.0,19.285714285714285,2,19.419487381177746
2023-03-01,P1,S1,32,13.0,18.0,18.571428571428573,2,19.86436173418816
2023-03-01,P2,S1,13,16.0,14.0,17.428571428571427,2,19.659337479434832
2023-03-02,P3,S2,22,30.0,18.0,18.285714285714285,3,18.79683019097786
2023-03-02,P1,S1,12,32.0,13.0,20.285714285714285,3,17.15342340753982
2023-03-02,P1,S2,10,22.0,13.0,20.857142857142858,3,19.284784567474762
2023-03-02,P2,S1,29,13.0,22.0,20.857142857142858,3,21.198782921538704
2023-03-02,P2,S2,21,17.0,22.0,20.428571428571427,3,20.19808439299087
2023-03-02,P3,S1,15,25.0,22.0,22.142857142857142,3,19.679021400007567
2023-03-03,P1,S1,6,12.0,19.0,21.571428571428573,4,15.560707612723895
2023-03-03,P1,S2,20,10.0,21.0,18.714285714285715,4,20.149147105751283
2023-03-03,P2,S1,21,29.0,20.0,18.285714285714285,4,19.52392688244589
2023-03-03,P2,S2,24,21.0,8.0,18.142857142857142,4,19.362750808678417
2023-03-03,P3,S1,14,15.0,18.0,18.428571428571427,4,19.410257269884525
2023-03-03,P3,S2,20,22.0,15.0,19.142857142857142,4,19.483865692620835
2023-03-04,P3,S1,25,14.0,34.0,17.571428571428573,5,29.286982070303406
2023-03-04,P3,S2,33,20.0,32.0,18.714285714285715,5,30.168293496675883
2023-03-04,P2,S2,27,24.0,28.0,20.714285714285715,5,28.35790977188076
2023-03-04,P1,S1,25,6.0,30.0,17.428571428571427,5,28.127453359765592
2023-03-04,P1,S2,31,20.0,44.0,17.285714285714285,5,29.592972188607035
2023-03-04,P2,S1,25,21.0,31.0,18.142857142857142,5,29.17602892973097
